string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
455,LOW,TRUE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,LOW
462,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
463,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,ZERO,NORMAL,HIGH,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH
464,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
468,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
478,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,LOW,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
485,HIGH,TRUE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
487,NORMAL,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
491,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
501,HIGH,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,LOW
509,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
512,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,HIGH,HIGH,ZERO,HIGH,NORMAL
514,NORMAL,FALSE,FALSE,FALSE,HIGH,NORMAL,FALSE,NORMAL,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
521,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,HIGH,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL,HIGH,HIGH
525,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
551,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
558,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,LOW
559,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,LOW
569,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,NORMAL,NORMAL
573,NORMAL,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,LOW
589,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,HIGH,ZERO,LOW,HIGH,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
590,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,ZERO,HIGH,HIGH,HIGH
598,HIGH,TRUE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL,HIGH,LOW
599,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,HIGH,ZERO,ZERO,HIGH,HIGH
604,NORMAL,FALSE,FALSE,FALSE,NORMAL,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,NORMAL
622,NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH
624,NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,TRUE,NORMAL,ZERO,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
640,NORMAL,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,NORMAL
654,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
655,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
665,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,ZERO,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH
667,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
690,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
695,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,NORMAL
708,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,NORMAL
713,NORMAL,FALSE,FALSE,FALSE,NORMAL,LOW,FALSE,LOW,ZERO,LOW,HIGH,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
714,LOW,FALSE,TRUE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,LOW
718,LOW,FALSE,TRUE,FALSE,NORMAL,NORMAL,FALSE,LOW,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,LOW
730,LOW,FALSE,TRUE,FALSE,LOW,LOW,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL,HIGH,LOW,ZERO,HIGH,NORMAL,LOW
766,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
775,NORMAL,FALSE,FALSE,TRUE,LOW,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH,NORMAL,NORMAL
788,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH
792,LOW,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,ZERO,HIGH,HIGH,HIGH
801,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
810,LOW,FALSE,TRUE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,LOW
817,LOW,FALSE,FALSE,FALSE,LOW,LOW,FALSE,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL
826,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,NORMAL,NORMAL
844,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,ZERO,ZERO,HIGH,LOW
845,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,NORMAL,HIGH
848,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,ZERO,HIGH,HIGH,HIGH
849,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,NORMAL
856,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
869,LOW,TRUE,TRUE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW
877,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
884,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH,NORMAL,NORMAL
889,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
898,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
910,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,ZERO,ZERO,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH
935,HIGH,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
937,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
943,NORMAL,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,NORMAL
956,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,LOW,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
971,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
982,HIGH,TRUE,FALSE,FALSE,HIGH,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,NORMAL
998,NORMAL,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
1007,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,NORMAL
1042,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,NORMAL
1044,LOW,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
1048,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH
1060,HIGH,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,NORMAL
1062,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
1069,NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
1082,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
1112,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
1181,LOW,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
1184,NORMAL,FALSE,FALSE,FALSE,NORMAL,HIGH,TRUE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
1194,LOW,TRUE,TRUE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
1195,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL
1199,HIGH,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
1211,LOW,FALSE,TRUE,FALSE,HIGH,HIGH,FALSE,NORMAL,ZERO,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
1220,LOW,FALSE,TRUE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
1233,NORMAL,FALSE,FALSE,FALSE,LOW,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,ZERO,ZERO,HIGH,HIGH
1236,NORMAL,FALSE,FALSE,FALSE,HIGH,NORMAL,FALSE,NORMAL,ZERO,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
1241,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH
1243,LOW,FALSE,TRUE,FALSE,LOW,LOW,FALSE,ZERO,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,NORMAL,LOW
1252,LOW,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH
1275,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH,HIGH,NORMAL
1283,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
1291,HIGH,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,LOW
1294,LOW,FALSE,TRUE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
1295,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,ZERO,HIGH,HIGH,HIGH
1303,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,ZERO,LOW,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,LOW
1315,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,ZERO,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
1333,HIGH,TRUE,FALSE,FALSE,LOW,LOW,FALSE,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL
1340,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,LOW
1343,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,NORMAL
1349,NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,NORMAL,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH
