string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
396,HIGH,TRUE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
397,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,?,LOW,ZERO,HIGH,HIGH
404,HIGH,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,?,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
418,HIGH,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,?,NORMAL,NORMAL,?,NORMAL,LOW,ZERO,HIGH,LOW
419,NORMAL,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,HIGH,?,NORMAL,LOW,ZERO,HIGH,LOW
429,NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,?,HIGH,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
433,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH,NORMAL,HIGH
438,NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,?,HIGH,NORMAL
441,NORMAL,FALSE,FALSE,?,HIGH,HIGH,FALSE,LOW,HIGH,LOW,HIGH,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
447,LOW,?,FALSE,FALSE,HIGH,HIGH,?,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
449,LOW,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,LOW,NORMAL,?,NORMAL,LOW,ZERO,HIGH,HIGH
462,NORMAL,FALSE,FALSE,FALSE,LOW,?,FALSE,LOW,ZERO,LOW,?,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
467,NORMAL,FALSE,FALSE,?,HIGH,?,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
473,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
479,NORMAL,FALSE,FALSE,FALSE,HIGH,?,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,ZERO,HIGH,HIGH,HIGH
480,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,NORMAL,NORMAL,?,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH
497,NORMAL,FALSE,FALSE,FALSE,HIGH,NORMAL,FALSE,LOW,ZERO,LOW,HIGH,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
502,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,?,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
533,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,NORMAL,NORMAL
547,LOW,FALSE,TRUE,FALSE,LOW,LOW,FALSE,ZERO,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,NORMAL,LOW
555,HIGH,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
559,NORMAL,?,FALSE,FALSE,HIGH,HIGH,FALSE,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,LOW
571,LOW,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,NORMAL,NORMAL
578,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,?,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
593,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,LOW,LOW,?,NORMAL,HIGH,NORMAL,?,LOW,HIGH,HIGH
610,HIGH,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,LOW
615,NORMAL,FALSE,FALSE,?,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,?,HIGH,HIGH
616,?,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,?,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,LOW
627,?,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,ZERO,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
643,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,?,LOW,ZERO,HIGH,NORMAL
648,NORMAL,TRUE,FALSE,FALSE,NORMAL,NORMAL,?,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,?,HIGH,HIGH
655,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
666,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,?,NORMAL,NORMAL,?,NORMAL,LOW,ZERO,HIGH,LOW
675,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,?
681,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,?,HIGH
685,NORMAL,FALSE,FALSE,FALSE,NORMAL,LOW,FALSE,LOW,ZERO,LOW,NORMAL,HIGH,LOW,NORMAL,LOW,ZERO,HIGH,LOW
692,NORMAL,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,LOW
694,?,?,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL,LOW,NORMAL,?,HIGH,HIGH,LOW
695,NORMAL,?,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,NORMAL
707,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,NORMAL
711,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,LOW,LOW,?,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL
712,?,FALSE,FALSE,?,LOW,LOW,FALSE,LOW,ZERO,LOW,HIGH,NORMAL,HIGH,NORMAL,LOW,?,NORMAL,LOW
713,NORMAL,FALSE,FALSE,FALSE,?,LOW,FALSE,LOW,ZERO,LOW,?,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
714,LOW,?,TRUE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,LOW
717,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,?,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,NORMAL
738,NORMAL,FALSE,?,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,?,HIGH,NORMAL
753,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,?,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,NORMAL
770,LOW,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,?,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH
779,NORMAL,FALSE,FALSE,FALSE,HIGH,?,FALSE,ZERO,LOW,LOW,LOW,NORMAL,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH
798,?,?,FALSE,FALSE,HIGH,HIGH,FALSE,HIGH,LOW,LOW,HIGH,NORMAL,HIGH,NORMAL,NORMAL,LOW,HIGH,HIGH
802,NORMAL,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,?,NORMAL
819,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,NORMAL
893,NORMAL,FALSE,FALSE,?,HIGH,HIGH,FALSE,ZERO,?,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
904,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,NORMAL,LOW,NORMAL,HIGH,LOW,?,ZERO,NORMAL,?,HIGH
913,NORMAL,FALSE,FALSE,FALSE,HIGH,?,FALSE,LOW,ZERO,LOW,LOW,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
924,LOW,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH
947,NORMAL,FALSE,FALSE,FALSE,HIGH,LOW,?,ZERO,ZERO,NORMAL,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
951,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,LOW,LOW,NORMAL,NORMAL,ZERO,NORMAL,ZERO,LOW,HIGH,HIGH
962,NORMAL,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
963,NORMAL,TRUE,?,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
976,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,LOW
992,LOW,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
1028,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
1041,NORMAL,TRUE,FALSE,FALSE,?,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,?,LOW
1043,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,?,ZERO,HIGH,HIGH,NORMAL,NORMAL,LOW,?,HIGH,HIGH,HIGH,LOW
1051,NORMAL,FALSE,FALSE,?,HIGH,HIGH,FALSE,ZERO,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
1064,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,ZERO,?,LOW,ZERO,HIGH,HIGH
1065,LOW,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,?,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
1067,NORMAL,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,LOW,LOW,NORMAL,NORMAL,ZERO,NORMAL,NORMAL,LOW,HIGH,LOW
1072,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,?,?,LOW,ZERO,HIGH,NORMAL
1078,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,?,ZERO,LOW,NORMAL,NORMAL,HIGH,LOW,ZERO,ZERO,HIGH,HIGH
1087,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,?,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
1093,LOW,FALSE,FALSE,FALSE,HIGH,?,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,?,LOW,ZERO,HIGH,HIGH
1112,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,?,LOW,ZERO,HIGH,HIGH
1123,NORMAL,FALSE,FALSE,FALSE,?,HIGH,FALSE,LOW,NORMAL,LOW,NORMAL,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH
1147,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,NORMAL
1152,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,ZERO,HIGH,?
1154,NORMAL,TRUE,?,FALSE,HIGH,HIGH,FALSE,LOW,LOW,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,LOW
1169,NORMAL,FALSE,?,FALSE,LOW,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL
1176,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,LOW,?,NORMAL,NORMAL,ZERO,NORMAL,ZERO,LOW,HIGH,HIGH
1187,NORMAL,?,FALSE,FALSE,?,LOW,FALSE,LOW,ZERO,LOW,?,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,LOW
1192,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
1198,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,?,HIGH
1202,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,?,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,ZERO,HIGH,HIGH,HIGH
1241,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,?,HIGH,HIGH,HIGH
1263,HIGH,TRUE,FALSE,FALSE,HIGH,LOW,FALSE,LOW,NORMAL,LOW,NORMAL,?,HIGH,NORMAL,LOW,NORMAL,NORMAL,LOW
1280,NORMAL,FALSE,FALSE,FALSE,HIGH,?,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH,HIGH,?,HIGH,HIGH
1317,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,LOW
1329,NORMAL,TRUE,?,FALSE,HIGH,NORMAL,FALSE,LOW,LOW,LOW,NORMAL,NORMAL,ZERO,NORMAL,ZERO,LOW,HIGH,NORMAL
1334,?,TRUE,FALSE,FALSE,?,HIGH,?,LOW,HIGH,HIGH,NORMAL,NORMAL,?,?,?,HIGH,HIGH,LOW
1347,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,?,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
1351,?,FALSE,TRUE,FALSE,HIGH,HIGH,FALSE,ZERO,ZERO,LOW,NORMAL,NORMAL,?,NORMAL,LOW,ZERO,HIGH,?
1377,LOW,FALSE,TRUE,FALSE,LOW,LOW,FALSE,LOW,HIGH,?,LOW,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,LOW
1381,HIGH,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH
1384,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
1394,NORMAL,FALSE,FALSE,?,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,ZERO,ZERO,HIGH,HIGH
1438,NORMAL,FALSE,FALSE,?,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,ZERO,ZERO,HIGH,HIGH
1447,NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,HIGH,NORMAL,NORMAL,LOW,?,LOW,NORMAL,HIGH,HIGH
1449,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
1462,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL
1465,NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
1469,NORMAL,?,?,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
1471,HIGH,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,?,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
1483,NORMAL,FALSE,FALSE,TRUE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,HIGH,LOW,NORMAL,LOW,ZERO,HIGH,LOW
1489,NORMAL,TRUE,FALSE,FALSE,LOW,?,FALSE,LOW,?,?,HIGH,NORMAL,HIGH,NORMAL,ZERO,HIGH,?,NORMAL
1502,NORMAL,FALSE,FALSE,FALSE,?,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,HIGH,NORMAL,NORMAL,LOW,ZERO,?,HIGH
1516,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,ZERO,ZERO,LOW,NORMAL,NORMAL,?,NORMAL,LOW,ZERO,HIGH,NORMAL
1519,NORMAL,FALSE,FALSE,TRUE,?,HIGH,FALSE,LOW,ZERO,?,HIGH,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
1535,HIGH,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,LOW
1550,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,?,HIGH,NORMAL,NORMAL
1551,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
1557,LOW,FALSE,TRUE,FALSE,NORMAL,NORMAL,FALSE,?,ZERO,LOW,LOW,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,LOW
1561,HIGH,TRUE,FALSE,FALSE,HIGH,?,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
1571,LOW,FALSE,TRUE,FALSE,HIGH,HIGH,?,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,?
1579,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,?,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,?,HIGH
1591,NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,?,HIGH,HIGH
1599,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,HIGH,?,HIGH,HIGH
1605,NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
1606,NORMAL,FALSE,?,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
