string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
FALSE,LOW,LOW,FALSE,?,?,?,FALSE,?,LOW,FALSE,LOW,?,?,HIGH,LOW,FALSE
FALSE,?,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,HIGH,?,?,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
FALSE,?,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,?,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,?,?,?,FALSE,FALSE,NORMAL,?,?
FALSE,NORMAL,NORMAL,?,?,?,NORMAL,FALSE,?,LOW,FALSE,LOW,FALSE,?,HIGH,LOW,?
FALSE,NORMAL,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,?,FALSE,?,?,FALSE
FALSE,NORMAL,NORMAL,FALSE,?,FALSE,HIGH,FALSE,HIGH,?,FALSE,HIGH,TRUE,FALSE,NORMAL,LOW,?
FALSE,NORMAL,HIGH,TRUE,HIGH,FALSE,NORMAL,FALSE,?,?,FALSE,HIGH,?,FALSE,?,?,FALSE
FALSE,HIGH,?,?,HIGH,?,?,?,LOW,?,FALSE,LOW,TRUE,FALSE,NORMAL,LOW,FALSE
?,?,NORMAL,FALSE,NORMAL,?,?,?,HIGH,HIGH,?,HIGH,FALSE,FALSE,?,LOW,?
?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,?,HIGH,FALSE,HIGH,?,FALSE,NORMAL,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,?,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,LOW,FALSE
FALSE,NORMAL,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,?,?,?,?,FALSE,FALSE,NORMAL,LOW,FALSE
?,NORMAL,NORMAL,FALSE,?,?,NORMAL,FALSE,LOW,?,FALSE,?,FALSE,?,NORMAL,LOW,?
?,?,?,FALSE,NORMAL,FALSE,LOW,?,LOW,HIGH,TRUE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE
FALSE,NORMAL,?,TRUE,HIGH,FALSE,LOW,FALSE,LOW,?,?,?,FALSE,FALSE,HIGH,LOW,?
FALSE,NORMAL,HIGH,TRUE,HIGH,?,NORMAL,?,?,HIGH,FALSE,HIGH,FALSE,FALSE,?,?,FALSE
FALSE,NORMAL,NORMAL,TRUE,?,FALSE,?,FALSE,HIGH,HIGH,FALSE,?,TRUE,FALSE,LOW,LOW,?
?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,?
FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,NORMAL,FALSE,LOW,?,FALSE,?,FALSE,FALSE,LOW,LOW,?
FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,?,FALSE,LOW,LOW,FALSE,LOW,FALSE,?,?,?,?
FALSE,NORMAL,NORMAL,FALSE,?,?,?,?,?,HIGH,FALSE,HIGH,?,?,?,?,FALSE
?,?,?,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,?,FALSE,HIGH,NORMAL,FALSE
FALSE,?,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,FALSE,HIGH,?,FALSE,NORMAL,?,FALSE
FALSE,?,?,?,?,FALSE,?,?,HIGH,?,FALSE,?,FALSE,?,NORMAL,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,?,FALSE,HIGH,NORMAL,?,NORMAL,FALSE,?,NORMAL,?,?
FALSE,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,?,HIGH,FALSE,FALSE,HIGH,?,FALSE
?,HIGH,HIGH,TRUE,HIGH,FALSE,?,?,HIGH,?,?,HIGH,?,FALSE,?,HIGH,FALSE
FALSE,NORMAL,?,FALSE,NORMAL,?,NORMAL,?,HIGH,HIGH,FALSE,?,?,FALSE,?,?,FALSE
FALSE,NORMAL,?,FALSE,NORMAL,FALSE,LOW,FALSE,?,LOW,?,LOW,FALSE,FALSE,NORMAL,?,?
FALSE,?,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,?,?,?,FALSE,NORMAL,LOW,FALSE
FALSE,?,?,?,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,FALSE,?,FALSE,FALSE,NORMAL,LOW,?
FALSE,?,HIGH,?,?,FALSE,LOW,FALSE,?,NORMAL,?,?,?,FALSE,LOW,LOW,?
FALSE,NORMAL,NORMAL,TRUE,?,?,LOW,TRUE,?,HIGH,?,HIGH,?,FALSE,?,ZERO,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,?,FALSE
?,?,?,FALSE,LOW,?,LOW,FALSE,?,HIGH,FALSE,?,?,FALSE,LOW,LOW,?
FALSE,NORMAL,?,?,?,FALSE,NORMAL,FALSE,HIGH,?,FALSE,HIGH,?,FALSE,?,LOW,FALSE
?,NORMAL,NORMAL,?,NORMAL,FALSE,?,FALSE,?,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,?
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,?,LOW,LOW,?,LOW,?,?,HIGH,LOW,FALSE
FALSE,?,NORMAL,FALSE,NORMAL,?,NORMAL,FALSE,?,HIGH,FALSE,HIGH,FALSE,?,HIGH,LOW,FALSE
?,LOW,LOW,FALSE,LOW,?,NORMAL,FALSE,HIGH,HIGH,?,HIGH,TRUE,FALSE,?,LOW,FALSE
FALSE,NORMAL,?,?,?,?,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,LOW,FALSE
FALSE,HIGH,HIGH,TRUE,HIGH,?,NORMAL,FALSE,HIGH,HIGH,?,HIGH,FALSE,FALSE,?,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,FALSE,?,?,FALSE,LOW,LOW,FALSE
FALSE,?,NORMAL,?,?,FALSE,NORMAL,?,HIGH,HIGH,?,HIGH,FALSE,FALSE,LOW,NORMAL,FALSE
?,NORMAL,?,FALSE,NORMAL,?,NORMAL,?,?,?,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
?,LOW,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,?,HIGH,FALSE,HIGH,?,?,?,?,?
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,?,HIGH,?,HIGH,FALSE,FALSE,?,LOW,FALSE
?,HIGH,HIGH,TRUE,HIGH,FALSE,LOW,?,HIGH,NORMAL,TRUE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE
?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,?,HIGH,FALSE,HIGH,FALSE,?,LOW,LOW,TRUE
?,NORMAL,HIGH,TRUE,?,?,LOW,FALSE,LOW,LOW,FALSE,LOW,?,FALSE,HIGH,LOW,?
FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,?,?,LOW,LOW,FALSE,LOW,FALSE,?,?,?,FALSE
FALSE,HIGH,HIGH,TRUE,?,FALSE,?,FALSE,?,LOW,?,LOW,FALSE,FALSE,HIGH,?,FALSE
?,?,NORMAL,FALSE,?,FALSE,?,?,NORMAL,HIGH,FALSE,LOW,FALSE,FALSE,HIGH,?,?
?,HIGH,?,?,HIGH,FALSE,LOW,FALSE,?,HIGH,?,HIGH,FALSE,?,NORMAL,LOW,FALSE
?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,HIGH,?,FALSE,?,FALSE,?,HIGH,LOW,FALSE
?,?,LOW,FALSE,LOW,?,LOW,FALSE,HIGH,NORMAL,?,NORMAL,?,FALSE,NORMAL,LOW,FALSE
?,?,HIGH,?,HIGH,?,?,FALSE,LOW,LOW,FALSE,?,FALSE,FALSE,HIGH,?,FALSE
FALSE,NORMAL,NORMAL,?,NORMAL,?,NORMAL,FALSE,?,?,?,?,FALSE,FALSE,HIGH,?,?
?,?,LOW,TRUE,?,TRUE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,?,FALSE,LOW,LOW,FALSE
FALSE,HIGH,?,TRUE,HIGH,FALSE,?,FALSE,HIGH,?,FALSE,HIGH,TRUE,?,HIGH,LOW,?
FALSE,?,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,TRUE,FALSE,NORMAL,?,FALSE
FALSE,NORMAL,?,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,?,FALSE,LOW,FALSE,?,HIGH,LOW,?
?,NORMAL,?,?,NORMAL,?,NORMAL,FALSE,HIGH,HIGH,?,HIGH,FALSE,FALSE,?,?,FALSE
FALSE,NORMAL,NORMAL,?,?,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,?,FALSE,FALSE,?,LOW,FALSE
FALSE,?,NORMAL,FALSE,NORMAL,FALSE,NORMAL,?,?,?,?,HIGH,FALSE,?,LOW,LOW,?
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,?,HIGH,HIGH,FALSE,HIGH,FALSE,?,HIGH,?,?
FALSE,?,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,?,HIGH,FALSE,?,FALSE,?,?,?,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,?,FALSE,HIGH,LOW,FALSE
?,?,HIGH,TRUE,?,FALSE,?,?,?,HIGH,?,?,FALSE,FALSE,?,LOW,FALSE
FALSE,?,?,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,?,FALSE,FALSE,LOW,LOW,FALSE
?,?,?,FALSE,?,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,FALSE,?,LOW,LOW,?
?,NORMAL,NORMAL,FALSE,?,FALSE,?,FALSE,?,HIGH,FALSE,HIGH,?,FALSE,?,LOW,?
?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,?,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
FALSE,NORMAL,NORMAL,?,NORMAL,FALSE,?,FALSE,HIGH,?,?,?,?,FALSE,?,LOW,FALSE
FALSE,NORMAL,LOW,?,?,?,?,?,?,HIGH,FALSE,HIGH,TRUE,?,LOW,LOW,?
?,HIGH,HIGH,?,HIGH,FALSE,?,?,HIGH,HIGH,?,HIGH,?,FALSE,HIGH,?,FALSE
FALSE,?,NORMAL,?,?,FALSE,NORMAL,?,HIGH,?,TRUE,?,TRUE,?,NORMAL,LOW,FALSE
FALSE,?,NORMAL,?,NORMAL,FALSE,?,FALSE,?,HIGH,FALSE,?,FALSE,?,LOW,?,FALSE
FALSE,NORMAL,LOW,?,NORMAL,FALSE,NORMAL,FALSE,?,HIGH,FALSE,?,?,FALSE,LOW,LOW,FALSE
?,?,NORMAL,FALSE,?,FALSE,NORMAL,?,HIGH,NORMAL,TRUE,?,FALSE,?,LOW,LOW,FALSE
FALSE,NORMAL,?,FALSE,NORMAL,FALSE,?,FALSE,HIGH,HIGH,?,HIGH,?,FALSE,LOW,LOW,FALSE
FALSE,?,HIGH,TRUE,?,FALSE,NORMAL,?,HIGH,HIGH,?,HIGH,FALSE,FALSE,HIGH,?,FALSE
FALSE,?,?,FALSE,NORMAL,?,NORMAL,TRUE,NORMAL,HIGH,FALSE,?,FALSE,?,?,LOW,FALSE
FALSE,HIGH,HIGH,TRUE,HIGH,?,NORMAL,FALSE,HIGH,HIGH,?,HIGH,FALSE,FALSE,LOW,?,?
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,?,?,FALSE,?,TRUE,?,LOW,LOW,?
FALSE,?,NORMAL,?,LOW,?,NORMAL,FALSE,?,NORMAL,TRUE,NORMAL,FALSE,?,?,LOW,?
FALSE,?,?,TRUE,HIGH,?,NORMAL,FALSE,HIGH,?,FALSE,?,FALSE,FALSE,HIGH,LOW,FALSE
FALSE,HIGH,?,?,?,FALSE,NORMAL,?,?,HIGH,?,HIGH,FALSE,?,NORMAL,LOW,FALSE
FALSE,LOW,?,TRUE,?,FALSE,?,FALSE,HIGH,HIGH,FALSE,?,FALSE,FALSE,LOW,LOW,?
FALSE,HIGH,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,LOW,?
FALSE,NORMAL,?,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,HIGH,FALSE,HIGH,?,FALSE,LOW,?,?
FALSE,HIGH,?,?,HIGH,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
?,NORMAL,NORMAL,?,NORMAL,FALSE,?,?,HIGH,?,FALSE,?,FALSE,?,NORMAL,ZERO,FALSE
FALSE,NORMAL,HIGH,FALSE,?,?,NORMAL,FALSE,?,HIGH,FALSE,HIGH,FALSE,?,HIGH,?,FALSE
?,NORMAL,?,?,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,?,NORMAL,FALSE
FALSE,LOW,LOW,?,?,FALSE,NORMAL,FALSE,LOW,?,TRUE,?,FALSE,FALSE,NORMAL,NORMAL,?
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,?,?,?,LOW,?,?,LOW,LOW,?
FALSE,HIGH,?,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,?,HIGH,FALSE,FALSE,?,LOW,FALSE
?,NORMAL,NORMAL,TRUE,NORMAL,FALSE,LOW,FALSE,?,HIGH,?,HIGH,FALSE,TRUE,?,LOW,?
FALSE,?,?,FALSE,HIGH,FALSE,NORMAL,?,?,LOW,FALSE,LOW,FALSE,FALSE,NORMAL,HIGH,FALSE
?,?,HIGH,FALSE,HIGH,?,?,?,LOW,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
FALSE,NORMAL,NORMAL,?,NORMAL,FALSE,?,?,HIGH,HIGH,?,?,FALSE,FALSE,HIGH,LOW,TRUE
?,?,?,FALSE,NORMAL,FALSE,NORMAL,?,LOW,?,?,LOW,FALSE,FALSE,HIGH,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,?,?,?,HIGH,FALSE,FALSE,?,LOW,FALSE
TRUE,LOW,?,FALSE,LOW,?,LOW,?,LOW,LOW,?,LOW,FALSE,FALSE,HIGH,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,HIGH,?,?,HIGH,FALSE,FALSE,?,LOW,FALSE
FALSE,NORMAL,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,?,FALSE,HIGH,FALSE,FALSE,?,LOW,FALSE
?,NORMAL,NORMAL,TRUE,NORMAL,?,NORMAL,FALSE,?,LOW,TRUE,LOW,TRUE,?,HIGH,?,FALSE
FALSE,?,NORMAL,FALSE,?,FALSE,?,?,?,HIGH,FALSE,HIGH,FALSE,FALSE,?,LOW,FALSE
FALSE,HIGH,HIGH,?,?,FALSE,?,?,LOW,LOW,?,LOW,?,FALSE,?,LOW,FALSE
FALSE,NORMAL,?,TRUE,HIGH,FALSE,NORMAL,?,LOW,LOW,FALSE,?,?,FALSE,?,LOW,FALSE
FALSE,?,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,?,HIGH,FALSE,?,?,FALSE,LOW,ZERO,?
FALSE,?,HIGH,FALSE,HIGH,FALSE,?,?,HIGH,?,FALSE,?,FALSE,FALSE,NORMAL,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,?
FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,NORMAL,?,LOW,?,FALSE,?,FALSE,?,?,LOW,FALSE
?,NORMAL,NORMAL,?,NORMAL,?,?,?,?,HIGH,FALSE,?,FALSE,FALSE,NORMAL,?,?
?,?,NORMAL,?,NORMAL,FALSE,NORMAL,?,HIGH,HIGH,FALSE,?,?,FALSE,?,NORMAL,?
FALSE,?,?,?,LOW,TRUE,LOW,FALSE,?,LOW,FALSE,?,?,FALSE,LOW,LOW,FALSE
?,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,HIGH,HIGH,?,HIGH,FALSE,?,HIGH,LOW,?
?,LOW,LOW,FALSE,LOW,?,LOW,?,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,?
?,NORMAL,NORMAL,FALSE,?,?,?,?,LOW,LOW,FALSE,LOW,FALSE,FALSE,LOW,LOW,FALSE
FALSE,?,NORMAL,?,?,FALSE,NORMAL,FALSE,HIGH,?,?,?,TRUE,?,NORMAL,?,FALSE
FALSE,HIGH,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,?,HIGH,TRUE,?,FALSE,FALSE,?,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,?,HIGH,?,FALSE,?,FALSE,FALSE,?,?,FALSE
FALSE,NORMAL,?,?,NORMAL,FALSE,?,?,HIGH,?,?,HIGH,FALSE,FALSE,?,LOW,FALSE
FALSE,?,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,?,?,FALSE
?,NORMAL,?,?,?,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,?,HIGH,?,FALSE
?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,HIGH,?,FALSE,HIGH,FALSE,?,HIGH,?,FALSE
FALSE,?,LOW,FALSE,?,FALSE,?,?,HIGH,HIGH,FALSE,?,FALSE,FALSE,NORMAL,LOW,FALSE
?,NORMAL,?,FALSE,NORMAL,FALSE,?,FALSE,HIGH,HIGH,FALSE,?,FALSE,?,NORMAL,?,?
FALSE,?,?,?,HIGH,?,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,?,NORMAL,?,FALSE
FALSE,NORMAL,?,FALSE,NORMAL,?,NORMAL,?,?,HIGH,?,?,?,?,NORMAL,LOW,?
FALSE,NORMAL,HIGH,TRUE,HIGH,?,LOW,FALSE,?,?,FALSE,?,?,FALSE,?,LOW,FALSE
FALSE,HIGH,HIGH,?,HIGH,FALSE,LOW,?,?,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,ZERO,FALSE
FALSE,NORMAL,NORMAL,?,NORMAL,?,NORMAL,?,HIGH,HIGH,FALSE,?,FALSE,FALSE,LOW,NORMAL,FALSE
FALSE,HIGH,HIGH,TRUE,HIGH,?,NORMAL,FALSE,?,?,FALSE,?,FALSE,FALSE,?,?,FALSE
FALSE,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,HIGH,HIGH,?,HIGH,?,FALSE,?,LOW,FALSE
FALSE,NORMAL,?,FALSE,?,?,?,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,?,HIGH,LOW,FALSE
FALSE,NORMAL,?,FALSE,NORMAL,FALSE,?,FALSE,LOW,LOW,FALSE,LOW,FALSE,?,HIGH,LOW,FALSE
FALSE,HIGH,?,?,?,FALSE,HIGH,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,?
FALSE,NORMAL,NORMAL,TRUE,NORMAL,FALSE,HIGH,FALSE,LOW,?,FALSE,LOW,?,FALSE,?,?,FALSE
TRUE,?,HIGH,TRUE,HIGH,FALSE,NORMAL,FALSE,?,?,FALSE,?,FALSE,FALSE,NORMAL,?,?
FALSE,LOW,?,FALSE,?,FALSE,NORMAL,?,?,HIGH,?,HIGH,FALSE,FALSE,?,LOW,FALSE
FALSE,NORMAL,?,TRUE,NORMAL,FALSE,?,FALSE,HIGH,NORMAL,TRUE,NORMAL,FALSE,?,NORMAL,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,?,FALSE,HIGH,HIGH,?,NORMAL,FALSE,?,LOW,LOW,?
FALSE,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,?,HIGH,HIGH,FALSE,?,FALSE,?,LOW,NORMAL,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,FALSE,HIGH,FALSE,FALSE,?,LOW,FALSE
FALSE,NORMAL,?,?,?,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,?,?,?,LOW,FALSE
FALSE,?,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,FALSE,HIGH,TRUE,FALSE,NORMAL,LOW,?
FALSE,NORMAL,NORMAL,FALSE,?,?,NORMAL,FALSE,HIGH,?,FALSE,HIGH,?,FALSE,NORMAL,LOW,FALSE
?,NORMAL,?,FALSE,?,FALSE,?,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,?,?,LOW,FALSE
FALSE,NORMAL,?,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,?,HIGH,FALSE,FALSE,?,LOW,?
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,LOW,?,HIGH,?,?,HIGH,LOW,FALSE
?,?,?,TRUE,NORMAL,?,LOW,FALSE,?,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,NORMAL,?,?,HIGH,FALSE,HIGH,?,FALSE,NORMAL,?,FALSE
FALSE,NORMAL,?,?,NORMAL,?,?,?,?,HIGH,FALSE,HIGH,FALSE,FALSE,?,?,FALSE
?,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,?,?,NORMAL,?,?,TRUE,?,?,LOW,TRUE
FALSE,?,NORMAL,FALSE,?,?,?,FALSE,?,NORMAL,TRUE,NORMAL,FALSE,FALSE,LOW,?,FALSE
?,NORMAL,NORMAL,?,NORMAL,FALSE,NORMAL,?,HIGH,HIGH,?,HIGH,?,FALSE,?,LOW,?
